id,image1Text,image2Text,image3Text
ga000202,I'm going to frolic ion the meadow!,,They built a hotel on it. You could hang out in the lobby.
ga000203,That was Mrs. Brown on the phone.,She says you bit her.,Well?! She was wearing a mumu with pork chops printed all over it.
ga000204,"Florence, remember when you said I was no fun?","Well, you'll have to change your tune!","""1001 Elephant Jokes,"" baby! Run, Florence, run!"
ga000205,"Remember the good times we've had, Garfield?",,"Remember the mediocre times we've had, Garfield? Yeah..."
ga000207,Mrs. Feeny's dog is on our lawn. I know.,Looks like he's laughing. I hate him.,What is he waving about? That was a perfectly good tail.
ga000208,BEWARE OF THE DOG!!,,Spent all their money on advertising.
ga000209,Dogs are brave.,And you smell funny when you're wet!,Cats are sarcastic.
ga000210,Beware Of The Scary Dog grrr That's not scary.,,booo! Maybe a little annoying...
ga000211,"That's a great sign! Beware Of The Dog Why, thank you.","It really suits you! Aw, gwan!",I think I forgot something.
ga000212,Beware of the dog! How come?,Um...,Because the people who make those signs have families to feed? sigh
ga000214,sniff sniff,This snowman smells like coconut oil.,Sunblock
ga000215,,WET PETS!,WET PETS! Feel the power.
ga000216,,,GARFIELD!
ga000217,"Okay, Garfield, it was fun for a while...",But now it's gotten out of control.,This has to stop.
ga000218,"Ellen, this is Jon.",No! Don't hang up! I just want you to ask you for dinner!,"Yes, NOW you can hang up. Ahem... I'M available."
ga000219,I worked hard today.,,Z And so now the fun begins.
ga000221,clap clap clap clap clap clap clap clap clap clap clap Thank you for that kind applause!,"clap clap clap clap clap clap clap clap clap clap clap clap I said, thank you!",clap clap clap clap clap clap clap clap clap If you don't stop
ga000222,Presenting Odie...the dog of a thousand faces!,,Give or take 999.
ga000223,Spotlight!,"SPOTLIGHT, you idiots!",KRONG!
ga000224,,,I have an older following.
ga000225,We have a really BIG show tonight!,,
ga000226,Hey!,I have a right to singl the blues!,I also have the right to eat the pepperoni off of everyone else's pizza.
ga000228,,,How to Annoy How NOT to be Annoyed
ga000229,"You better not mess with us, Jon! Right, Odie?",,See? He agrees with me.
ga000301,I'm using a new shampoo.,,As what?
ga000303,"It's friday night, Garfield.",Another weekend of TV and junk food...,Falling asleep during some mindless movie... Yesss!
ga000304,YAWN,"For those of you who came in late, here's what you missed.",YAWN
ga000307,"Dwayne, look at you! What happened?!",SMACK,That.
ga000308,I have 342 kids...all teenagers.,WHACK!,Thank you. Any time.
ga000310,"My, my, my, that's a big hammer.",You must be a construction worker.,"Salt of the earth, that's what. Now for the ironic twist."
ga000311,,,"Funny, I don't remember swatting a spider."
ga000313,,"Well, I have something to do. Go ahead.",I think I can handle this by myself.
ga000314,"""...and while the dog slept, the cat sat at the whetstone sharpening his claws.""","""Tonight would be an eventful night indeed..."" To be continued...",
ga000315,Staring at me doesn't bother me at all.,,SO STOP IT!
ga000316,"Here's a good cause, Garfield.",I might look into this. All right!,"It's an endangered species list. Oh, it's not a menu?"
ga000317,"I have a date, and the only thing clean is my gorilla suit.",,YEAAAAH! He never fails to disappoint me.
ga000318,"I hate to admit it, but I miss Jon.",I miss the laughter...the kindness...,THUMP! THUMP! THUMP!Maybe I should let him out the closet.
ga000320,"Here you go, hot from the grill!",,My omelette has feathers. Swap you for the one with a beak.
ga000321,"Two tuna specials, please.","Sob! ...sorry, I get emotional.",My first husband passed away while eating the tuna special. Cheese! I'll have a grilled cheese!
ga000322,"This cheeseburger is delicious, Irma!","What's your secret? We let our cheese age, hon.",Been sitting in my pickup for almost six months now. Spit take on three...
ga000323,How's my lobster dinner coming?,*SNAP* *SNAP* YAAHH!,BY DOES! IT'S GOT BY DOSE! It'll be right up. ...with one interesting garnish.
ga000325,Nothing going on over there.,Nothing going on over there.,This must be where the action is.
ga000327,I could use some cheering up.,"No way, Jose.",I'm not leaving.
ga000328,,"You're a lazy bum, Odie!",I like to give him a little praise when he deserves it.
ga000329,"Harold, I'm afraid! Fear not, Harriet. I shall defend you to the end!",GULP,"Well, my job is done."
ga000330,I'm thinking of a number between one and ten.,,pat pat pat Good for you.
ga000331,I have a date tonight!,I wonder what I should give her?,How about a head start?
ga000401,Another day has gone by.,Why shouldn't it?,We sure did nothing to stop it.
ga000403,You ate one of my goldfish!,Now this one will be sad and lonely!,Just sad. GARFIELD!
ga000404,"Hey, hey.","You know, it's bad luck to eat a goldfish!","So, I'll stay out of the casinos."
ga000405,Garfield! You ate my goldfish! Did not!,Did too! Did not!,Did too!
ga000406,Have you no shame?,Shame...shame...,Nope.
ga000407,"Garfield, have you met my new goldfish? Why yes, I...",!,PTOO clonk
ga000410,"Boy, this is taking forever.",tap tap,"Stop signs don't turn green, you dip."
ga000411,I'm hungry.,"What are you doing in the glove compartment, Garfield? Looking for a snack.","Care to join me? We have ketchup, mustard, relish, salt and soy sauce."
ga000412,"Jon cleaned his windshield this morning, and guess what that means...",SPLAP,You got it. YAAAH!
ga000414,I'm expecting an important call.,,Even a WRONG NUMBER could be important! I'll leave you alone with your fantasies.
ga000415,"Garfield, there's a rat out there!",It's big enought to eat a dog!,"So, do something! * Heere, Odie!"
ga000417,hammer hammer hammer hammer WHACK!,MOMMY!,"Uh, I mean, ow! Too late."
ga000418,Yah. Paper cut.,YAAH Envelope cut.,THAAAH And that would be the stamp.
ga000419,Ah gah a papah on my thung licking ahn anvewope.,Potato chip? Thunks.,NYAAH GAAHH NYAH NYAH GAH GAH GAH Fun with salt.
ga000422,hammer hammer hammer hammer hammer hammer,hammer hammer hammer hammer hammer hammer hammer hammer hammer hammer hammer hammer hammer hammer hammer hammer hammer hammer,"BOY, this is a long nail. Try hitting it with your forehead."
ga000424,We need a change.,,How's that? It's a start.
ga000425,The tablecloth just isn't enough. We really need to spice this place up.,,
ga000426,THE TOILET IS OVERFLOWING!,,Odie's cup runneth over.
ga000427,DING ** DONG,,There's a dictionary salesman who's like to have a word with you.
ga000428,"I'm thinking positively, Garfiel. That phone WILL ring, it WILL be a woman, and she WILL go out with me!",* RIING HELLO!,Well? I'm taking mom to Bingo saturday.
ga000429,"Garfield, don't mess with my new plant.",It's very expensive.,And exotic. And friendy.
ga000502,There's my great uncle Floyd. He drove a dynamite truck.,And there he is again...,"and there, and there, and there..."
ga000503,"This is a picture of ""Scraps,"" our neighbor's dog on the farm.","Boy, he loved to play fetch.","Then, one day he chased a stick right into a thresher. At least he lived up to his name."
ga000504,"...and here's good old uncle Buford, a lifelong bachelor.",I never could figure out why.,"Maybe it was that third arm... Couldn't exactly shop off of the rack, could he?"
ga000506,There's old uncle Enos...,He was the state champion apple corer.,"He had three medals. And six fingers too, I see."
ga000508,"ATTENTION, THERE!",I HAVE tHE BEAR!,COME OUT OF THE BED NOW! You'll never take me awake!
ga000509,"When you're overweight, you have questions...",How is my energy?... How is my health?...,Am I wearing loafers?
ga000510,I taught Odie a new trick!,Who broke this vase?!,"Take the rap, Odie! Take the rap!"
ga000511,"Thanks, doctor.","GARFIELD, THAT WAS THE VET'S OFFICE!","YOU HAVE A FUNGUS! Great! Say it a little louder, why don't you?!"
ga000512,"No one has ever regretted going out with me, Gina.","Well, maybe they got a little upset.",All right! They changed their names and moved! But no regrets.
ga000513,Always stretch before you exercise.,Got it.,Never stretch.
ga000515,Jon's doing a little home improvement today. * TWANG,,He's just attempting to adjust his recliner. CRASH!
ga000516,"Welcome, you're just within time! Jon is screwing in a light bulb. screw screw screw KLUNK!",screw screw screw KLUNK!,"Darn! Clockwise, brain boy!"
ga000518,Hey! A chocolate donut!,POW!,Hey! Where's my inner tube?!
ga000519,Friday night:,,"I bet the ringer is busted. Right sure, yeah, we'll run with that."
ga000522,"So, Garfield.",How's the laziness business?,Slow.
ga000523,Cats and mice are SUPPOSED to be enemies!,Fascinating.,Merits discussion. Cheese? My place.
ga000524,"I'm tired of looking at that face of yours, Odie.",,Cool! Now do a hamster!
ga000525,,AAA! AAA!,"LEG CRAMP! LEG CRAMP! It's always about YOU, isn't it?"
ga000527,,,SIGH
ga000531,Woof! Woof!,Woof! Woof!,Woof! Woob! CUT! Real dumb.
ga000602,Tonight we're interviewing a man without knees!,"Good evening, sir...have a seat.","What is that? Some sort of sick joke?! Ooo, touchy, aren't we? Ask him how he ties his shoes."
ga000603,clickety clickety clickety clickety,clickety clickety clickety clickety,"""Knittin' with Phil"" will be right back... As opposed to myself."
ga000605,"Look, a card from Dr. Liz, the vet...it's time for your checkup!","Oh, boy! Maybe she'll find something WRONG with you!",Then we can go back to see her again and again! Can you just feel the love in the room?
ga000607,"OK, Garfield, we're at the vet's. Now behave yourself.","And remember, the fish tank in the waiting room is NOT a buffet.","That means the bib, lemon wedge and drawn butter stay in the car. You are no Mr. Fun, you know that?"
ga000608,Garfield is here for his checkup.,,"Species? Cat. And you, lady?"
ga000609,I hate waiting rooms.,I hate the stupid pamphlets they put in the waiting rooms.,"Look, Garfield, an ingrown nose hair! Can I get a painkiller over here?"
ga000610,I hate the vet's office.,They should at least serve coffee.,"And have a separate waiting room for dogs. I'm gonna get a shot! Oh, boy! Oh, boy!"
ga000612,"Hmm...I see you have a birthday coming up. Birthdays don't ""come up"".","They jump on you like a brown bear on a picnic basket, like a gorilla on a tire swing. like a fat clown on a mini tramp...",Like bags on a cat's eyes!
ga000613,"Odie, soon I'll be turning 22...",Sigh... Sigh...,Hee hee I heard that.
ga000615,"So you're going to be 22, huh? That's right.",,Want to reminisce about your gallbladder or something?
ga000616,"Getting older isn't so bad, Garfield... Oh, no?","Why, I remember when *I* turned 22...","Wait a minute...no, I don't. SEE?!!"
ga000617,I glued the top onto Garfield's birthday present so he can't peek.,That should keep him thinking all weekend.,Right now I'm thinking some air holes would be nice.
ga000620,,GARFIELD,You know you've arrived when you get your own parking space.
ga000623,"Nice dinner, nice movie...",No goodnight kiss.,"Halfway to the front porch, she sucker punched me and ran. Did this one take your wallet too?"
ga000624,,I had the vet take Garfield's temeprature.,Let's talk health here. Let's talk dignity here.
ga000629,"Do you like the corsage, Liz?","It's beautiful, Jon, but...",How am I supposed to see the movie? I could nibble some eye holes for you.
ga000630,"Are you sure you're going to get away with this, Jon?","Oh, yeah...we go to the movies here all the time.","Two, please. Hey, Morty! The freak with the tail is back!"
ga000701,"So, Jon, what movie are we seeing?","""Sludge Monster VII: The Oozing"".","Would you like a bucket of popcorn? No, just the bucket, please."
ga000703,"Isn't this great, Liz? I've been waiting for weeks to see this movie! Pardon me.",Look! It's starting! Excuse me...pardon me...,I * Elvis
ga000704,"You HAD to change seats, didn't you?",I couldn't see with that fat gux in front of me. But this is the front row! My eyes are crossing.,"At least we won't get nosebleeds. My neck is stiff. And if those sprinklers go off, we'll drown!"
ga000705,"Boy, that popcorn sure smells good, doesn't it?","Uh, excuse me...",Get your own!
ga000706,"Pretty scary movie,, huh Liz? If you get too frightened, feel free to throw your arms around me.",RAAAHHHHRR!!!,My knight in shining armor. suck suck suck suck suck suck More like your sissy in double knit.
